Table S7D. Region-level non-redundant HSF motif-coordinate placement metrics across PWM-score thresholds.					
					
Region ID	Region class	Region length (bp)	Relative PWM-score threshold	Non-redundant HSF motif-coordinate placements	Density (placements/kb)
BG_LTR_like_02567	Strict non-ONSEN TE background	200	0.95	0	0
BG_LTR_like_02568	Strict non-ONSEN TE background	1870	0.95	2	1.06951871657754
BG_LTR_like_02569	Strict non-ONSEN TE background	1866	0.95	0	0
BG_LTR_like_02570	Strict non-ONSEN TE background	518	0.95	0	0
BG_LTR_like_02573	Strict non-ONSEN TE background	1656	0.95	1	0.603864734299517
BG_LTR_like_02574	Strict non-ONSEN TE background	280	0.95	0	0
BG_LTR_like_02577	Strict non-ONSEN TE background	353	0.95	3	8.4985835694051
BG_LTR_like_02578	Strict non-ONSEN TE background	1275	0.95	0	0
BG_LTR_like_02581	Strict non-ONSEN TE background	813	0.95	2	2.460024600246
BG_LTR_like_02582	Strict non-ONSEN TE background	1016	0.95	0	0
BG_LTR_like_02583	Strict non-ONSEN TE background	1943	0.95	0	0
BG_LTR_like_02584	Strict non-ONSEN TE background	1770	0.95	0	0
BG_LTR_like_02585	Strict non-ONSEN TE background	439	0.95	0	0
BG_LTR_like_02586	Strict non-ONSEN TE background	1197	0.95	0	0
BG_LTR_like_02587	Strict non-ONSEN TE background	1128	0.95	0	0
BG_LTR_like_02588	Strict non-ONSEN TE background	1130	0.95	0	0
BG_LTR_like_02589	Strict non-ONSEN TE background	1579	0.95	0	0
BG_LTR_like_02590	Strict non-ONSEN TE background	620	0.95	0	0
BG_LTR_like_02593	Strict non-ONSEN TE background	620	0.95	0	0
BG_LTR_like_02594	Strict non-ONSEN TE background	366	0.95	0	0
BG_LTR_like_02595	Strict non-ONSEN TE background	1207	0.95	0	0
BG_LTR_like_02596	Strict non-ONSEN TE background	1532	0.95	0	0
BG_LTR_like_02597	Strict non-ONSEN TE background	201	0.95	0	0
BG_LTR_like_02598	Strict non-ONSEN TE background	279	0.95	0	0
BG_LTR_like_02599	Strict non-ONSEN TE background	389	0.95	0	0
BG_LTR_like_02602	Strict non-ONSEN TE background	1234	0.95	2	1.62074554294976
BG_LTR_like_02605	Strict non-ONSEN TE background	905	0.95	0	0
BG_LTR_like_02606	Strict non-ONSEN TE background	900	0.95	0	0
BG_LTR_like_02607	Strict non-ONSEN TE background	894	0.95	0	0
BG_LTR_like_02608	Strict non-ONSEN TE background	528	0.95	0	0
BG_LTR_like_02611	Strict non-ONSEN TE background	693	0.95	0	0
BG_LTR_like_02612	Strict non-ONSEN TE background	1292	0.95	0	0
BG_LTR_like_02613	Strict non-ONSEN TE background	248	0.95	0	0
BG_LTR_like_02616	Strict non-ONSEN TE background	537	0.95	0	0
BG_LTR_like_02617	Strict non-ONSEN TE background	845	0.95	1	1.18343195266272
BG_LTR_like_02618	Strict non-ONSEN TE background	316	0.95	0	0
BG_LTR_like_02619	Strict non-ONSEN TE background	345	0.95	0	0
BG_LTR_like_02620	Strict non-ONSEN TE background	1668	0.95	0	0
BG_LTR_like_02621	Strict non-ONSEN TE background	1067	0.95	0	0
BG_LTR_like_02622	Strict non-ONSEN TE background	1362	0.95	0	0
BG_LTR_like_02623	Strict non-ONSEN TE background	1218	0.95	0	0
BG_LTR_like_02624	Strict non-ONSEN TE background	1259	0.95	0	0
BG_LTR_like_02625	Strict non-ONSEN TE background	233	0.95	0	0
BG_LTR_like_02626	Strict non-ONSEN TE background	485	0.95	0	0
BG_LTR_like_02627	Strict non-ONSEN TE background	259	0.95	0	0
BG_LTR_like_02632	Strict non-ONSEN TE background	360	0.95	0	0
BG_LTR_like_02633	Strict non-ONSEN TE background	463	0.95	0	0
BG_LTR_like_02634	Strict non-ONSEN TE background	1179	0.95	0	0
BG_LTR_like_02635	Strict non-ONSEN TE background	356	0.95	0	0
BG_LTR_like_02636	Strict non-ONSEN TE background	830	0.95	0	0
BG_LTR_like_02637	Strict non-ONSEN TE background	257	0.95	0	0
BG_LTR_like_02640	Strict non-ONSEN TE background	1210	0.95	0	0
BG_LTR_like_02698	Strict non-ONSEN TE background	201	0.95	0	0
BG_LTR_like_02699	Strict non-ONSEN TE background	920	0.95	0	0
BG_LTR_like_02704	Strict non-ONSEN TE background	1093	0.95	0	0
BG_LTR_like_02705	Strict non-ONSEN TE background	884	0.95	0	0
BG_LTR_like_02706	Strict non-ONSEN TE background	675	0.95	0	0
BG_LTR_like_02712	Strict non-ONSEN TE background	369	0.95	0	0
BG_LTR_like_02713	Strict non-ONSEN TE background	1524	0.95	0	0
BG_LTR_like_02714	Strict non-ONSEN TE background	212	0.95	0	0
BG_LTR_like_02715	Strict non-ONSEN TE background	241	0.95	0	0
BG_LTR_like_02716	Strict non-ONSEN TE background	1591	0.95	0	0
BG_LTR_like_02717	Strict non-ONSEN TE background	304	0.95	0	0
BG_LTR_like_02718	Strict non-ONSEN TE background	393	0.95	0	0
BG_LTR_like_02719	Strict non-ONSEN TE background	657	0.95	0	0
BG_LTR_like_02720	Strict non-ONSEN TE background	515	0.95	2	3.88349514563107
BG_LTR_like_02721	Strict non-ONSEN TE background	300	0.95	0	0
BG_LTR_like_02722	Strict non-ONSEN TE background	639	0.95	3	4.69483568075117
BG_LTR_like_02723	Strict non-ONSEN TE background	471	0.95	0	0
BG_LTR_like_02726	Strict non-ONSEN TE background	1200	0.95	0	0
BG_LTR_like_02727	Strict non-ONSEN TE background	1207	0.95	1	0.828500414250207
BG_LTR_like_02728	Strict non-ONSEN TE background	851	0.95	0	0
BG_LTR_like_02739	Strict non-ONSEN TE background	717	0.95	0	0
BG_LTR_like_02740	Strict non-ONSEN TE background	346	0.95	0	0
BG_LTR_like_02780	Strict non-ONSEN TE background	323	0.95	0	0
BG_LTR_like_02781	Strict non-ONSEN TE background	233	0.95	0	0
BG_LTR_like_02787	Strict non-ONSEN TE background	555	0.95	0	0
BG_LTR_like_02788	Strict non-ONSEN TE background	258	0.95	0	0
BG_LTR_like_02789	Strict non-ONSEN TE background	216	0.95	1	4.62962962962963
BG_LTR_like_02790	Strict non-ONSEN TE background	228	0.95	0	0
BG_LTR_like_02791	Strict non-ONSEN TE background	463	0.95	1	2.15982721382289
BG_LTR_like_02795	Strict non-ONSEN TE background	202	0.95	0	0
BG_LTR_like_02828	Strict non-ONSEN TE background	1024	0.95	0	0
BG_LTR_like_02843	Strict non-ONSEN TE background	228	0.95	0	0
BG_LTR_like_02846	Strict non-ONSEN TE background	287	0.95	0	0
BG_LTR_like_02847	Strict non-ONSEN TE background	355	0.95	0	0
BG_LTR_like_02848	Strict non-ONSEN TE background	209	0.95	0	0
BG_LTR_like_02849	Strict non-ONSEN TE background	378	0.95	0	0
BG_LTR_like_02870	Strict non-ONSEN TE background	521	0.95	1	1.91938579654511
BG_LTR_like_02874	Strict non-ONSEN TE background	290	0.95	0	0
BG_LTR_like_02875	Strict non-ONSEN TE background	256	0.95	0	0
BG_LTR_like_02876	Strict non-ONSEN TE background	887	0.95	1	1.12739571589628
BG_LTR_like_02879	Strict non-ONSEN TE background	700	0.95	1	1.42857142857143
BG_LTR_like_02883	Strict non-ONSEN TE background	853	0.95	1	1.17233294255569
BG_LTR_like_02901	Strict non-ONSEN TE background	302	0.95	0	0
BG_LTR_like_02902	Strict non-ONSEN TE background	472	0.95	0	0
BG_LTR_like_02929	Strict non-ONSEN TE background	299	0.95	0	0
BG_LTR_like_02937	Strict non-ONSEN TE background	201	0.95	0	0
BG_LTR_like_03130	Strict non-ONSEN TE background	655	0.95	0	0
BG_LTR_like_03131	Strict non-ONSEN TE background	297	0.95	0	0
BG_LTR_like_03153	Strict non-ONSEN TE background	203	0.95	0	0
BG_LTR_like_03154	Strict non-ONSEN TE background	501	0.95	0	0
BG_LTR_like_03155	Strict non-ONSEN TE background	256	0.95	0	0
BG_LTR_like_03182	Strict non-ONSEN TE background	219	0.95	0	0
BG_LTR_like_03190	Strict non-ONSEN TE background	288	0.95	1	3.47222222222222
BG_LTR_like_03191	Strict non-ONSEN TE background	228	0.95	0	0
BG_LTR_like_03276	Strict non-ONSEN TE background	222	0.95	0	0
BG_LTR_like_03289	Strict non-ONSEN TE background	364	0.95	0	0
BG_LTR_like_03290	Strict non-ONSEN TE background	213	0.95	0	0
BG_LTR_like_03293	Strict non-ONSEN TE background	966	0.95	0	0
BG_LTR_like_03294	Strict non-ONSEN TE background	375	0.95	0	0
BG_LTR_like_03319	Strict non-ONSEN TE background	989	0.95	1	1.01112234580384
BG_LTR_like_03345	Strict non-ONSEN TE background	234	0.95	0	0
BG_LTR_like_03362	Strict non-ONSEN TE background	655	0.95	0	0
BG_LTR_like_03389	Strict non-ONSEN TE background	220	0.95	0	0
BG_LTR_like_03390	Strict non-ONSEN TE background	225	0.95	0	0
BG_LTR_like_03448	Strict non-ONSEN TE background	233	0.95	0	0
BG_LTR_like_03451	Strict non-ONSEN TE background	384	0.95	0	0
BG_LTR_like_03501	Strict non-ONSEN TE background	306	0.95	0	0
BG_LTR_like_03511	Strict non-ONSEN TE background	570	0.95	0	0
BG_LTR_like_03512	Strict non-ONSEN TE background	221	0.95	0	0
BG_LTR_like_03513	Strict non-ONSEN TE background	419	0.95	0	0
BG_LTR_like_03538	Strict non-ONSEN TE background	207	0.95	0	0
BG_LTR_like_03583	Strict non-ONSEN TE background	202	0.95	0	0
BG_LTR_like_03600	Strict non-ONSEN TE background	246	0.95	0	0
BG_LTR_like_03662	Strict non-ONSEN TE background	440	0.95	0	0
BG_LTR_like_03728	Strict non-ONSEN TE background	226	0.95	0	0
BG_LTR_like_03729	Strict non-ONSEN TE background	352	0.95	0	0
BG_LTR_like_03786	Strict non-ONSEN TE background	251	0.95	0	0
BG_LTR_like_03865	Strict non-ONSEN TE background	232	0.95	0	0
BG_LTR_like_03882	Strict non-ONSEN TE background	324	0.95	0	0
BG_LTR_like_03949	Strict non-ONSEN TE background	327	0.95	0	0
BG_LTR_like_04081	Strict non-ONSEN TE background	443	0.95	0	0
BG_LTR_like_04547	Strict non-ONSEN TE background	644	0.95	0	0
BG_LTR_like_04548	Strict non-ONSEN TE background	350	0.95	0	0
BG_LTR_like_04603	Strict non-ONSEN TE background	854	0.95	0	0
BG_LTR_like_04604	Strict non-ONSEN TE background	375	0.95	0	0
BG_LTR_like_04605	Strict non-ONSEN TE background	1451	0.95	0	0
BG_LTR_like_04606	Strict non-ONSEN TE background	692	0.95	0	0
BG_LTR_like_04649	Strict non-ONSEN TE background	444	0.95	0	0
BG_LTR_like_04650	Strict non-ONSEN TE background	1178	0.95	0	0
BG_LTR_like_04651	Strict non-ONSEN TE background	326	0.95	1	3.06748466257669
BG_LTR_like_04652	Strict non-ONSEN TE background	429	0.95	0	0
BG_LTR_like_04653	Strict non-ONSEN TE background	621	0.95	1	1.61030595813205
BG_LTR_like_04654	Strict non-ONSEN TE background	674	0.95	0	0
BG_LTR_like_04659	Strict non-ONSEN TE background	1200	0.95	0	0
BG_LTR_like_04660	Strict non-ONSEN TE background	774	0.95	0	0
BG_LTR_like_04661	Strict non-ONSEN TE background	1221	0.95	1	0.819000819000819
BG_LTR_like_04669	Strict non-ONSEN TE background	708	0.95	2	2.82485875706215
BG_LTR_like_04672	Strict non-ONSEN TE background	291	0.95	0	0
BG_LTR_like_04673	Strict non-ONSEN TE background	1794	0.95	1	0.557413600891862
BG_LTR_like_04699	Strict non-ONSEN TE background	428	0.95	2	4.67289719626168
BG_LTR_like_04700	Strict non-ONSEN TE background	1476	0.95	1	0.677506775067751
BG_LTR_like_04701	Strict non-ONSEN TE background	329	0.95	0	0
BG_LTR_like_04709	Strict non-ONSEN TE background	209	0.95	0	0
BG_LTR_like_04710	Strict non-ONSEN TE background	519	0.95	0	0
BG_LTR_like_04713	Strict non-ONSEN TE background	388	0.95	0	0
BG_LTR_like_04714	Strict non-ONSEN TE background	1179	0.95	0	0
BG_LTR_like_04715	Strict non-ONSEN TE background	364	0.95	0	0
BG_LTR_like_04716	Strict non-ONSEN TE background	430	0.95	0	0
BG_LTR_like_04725	Strict non-ONSEN TE background	498	0.95	1	2.00803212851406
BG_LTR_like_04726	Strict non-ONSEN TE background	1930	0.95	0	0
BG_LTR_like_04761	Strict non-ONSEN TE background	313	0.95	0	0
BG_LTR_like_04764	Strict non-ONSEN TE background	901	0.95	1	1.10987791342952
BG_LTR_like_04765	Strict non-ONSEN TE background	363	0.95	0	0
BG_LTR_like_04766	Strict non-ONSEN TE background	1685	0.95	0	0
BG_LTR_like_04767	Strict non-ONSEN TE background	1842	0.95	0	0
BG_LTR_like_04770	Strict non-ONSEN TE background	551	0.95	0	0
BG_LTR_like_04771	Strict non-ONSEN TE background	1181	0.95	3	2.54022015241321
BG_LTR_like_04772	Strict non-ONSEN TE background	618	0.95	1	1.61812297734628
BG_LTR_like_04773	Strict non-ONSEN TE background	717	0.95	0	0
BG_LTR_like_04774	Strict non-ONSEN TE background	1204	0.95	0	0
BG_LTR_like_04775	Strict non-ONSEN TE background	827	0.95	0	0
BG_LTR_like_04776	Strict non-ONSEN TE background	239	0.95	0	0
BG_LTR_like_04777	Strict non-ONSEN TE background	1834	0.95	1	0.54525627044711
BG_LTR_like_04778	Strict non-ONSEN TE background	1993	0.95	0	0
BG_LTR_like_04779	Strict non-ONSEN TE background	239	0.95	0	0
BG_LTR_like_04780	Strict non-ONSEN TE background	779	0.95	2	2.56739409499358
BG_LTR_like_04781	Strict non-ONSEN TE background	1205	0.95	2	1.6597510373444
BG_LTR_like_04782	Strict non-ONSEN TE background	1829	0.95	0	0
BG_LTR_like_04783	Strict non-ONSEN TE background	1209	0.95	0	0
BG_LTR_like_04784	Strict non-ONSEN TE background	1569	0.95	1	0.637348629700446
BG_LTR_like_04785	Strict non-ONSEN TE background	1149	0.95	1	0.870322019147084
BG_LTR_like_04788	Strict non-ONSEN TE background	1649	0.95	1	0.606428138265615
BG_LTR_like_04789	Strict non-ONSEN TE background	1629	0.95	1	0.613873542050338
BG_LTR_like_04790	Strict non-ONSEN TE background	403	0.95	0	0
BG_LTR_like_04791	Strict non-ONSEN TE background	1855	0.95	0	0
BG_LTR_like_04792	Strict non-ONSEN TE background	370	0.95	0	0
BG_LTR_like_04796	Strict non-ONSEN TE background	1607	0.95	0	0
BG_LTR_like_04797	Strict non-ONSEN TE background	1684	0.95	0	0
BG_LTR_like_04798	Strict non-ONSEN TE background	809	0.95	0	0
BG_LTR_like_04799	Strict non-ONSEN TE background	526	0.95	0	0
BG_LTR_like_04800	Strict non-ONSEN TE background	873	0.95	0	0
BG_LTR_like_04801	Strict non-ONSEN TE background	1335	0.95	0	0
BG_LTR_like_04804	Strict non-ONSEN TE background	1673	0.95	1	0.597728631201434
BG_LTR_like_04807	Strict non-ONSEN TE background	307	0.95	0	0
BG_LTR_like_04808	Strict non-ONSEN TE background	620	0.95	0	0
BG_LTR_like_04809	Strict non-ONSEN TE background	1458	0.95	4	2.74348422496571
BG_LTR_like_04810	Strict non-ONSEN TE background	1346	0.95	1	0.742942050520059
BG_LTR_like_04813	Strict non-ONSEN TE background	1421	0.95	2	1.40745953553835
BG_LTR_like_04814	Strict non-ONSEN TE background	678	0.95	0	0
BG_LTR_like_04817	Strict non-ONSEN TE background	1597	0.95	2	1.25234815278647
BG_LTR_like_04818	Strict non-ONSEN TE background	1224	0.95	0	0
BG_LTR_like_04821	Strict non-ONSEN TE background	811	0.95	0	0
BG_LTR_like_04824	Strict non-ONSEN TE background	702	0.95	0	0
BG_LTR_like_04825	Strict non-ONSEN TE background	444	0.95	0	0
BG_LTR_like_04826	Strict non-ONSEN TE background	985	0.95	0	0
BG_LTR_like_04827	Strict non-ONSEN TE background	1588	0.95	3	1.88916876574307
BG_LTR_like_04828	Strict non-ONSEN TE background	1521	0.95	0	0
BG_LTR_like_04831	Strict non-ONSEN TE background	689	0.95	0	0
BG_LTR_like_04832	Strict non-ONSEN TE background	414	0.95	0	0
BG_LTR_like_04833	Strict non-ONSEN TE background	1030	0.95	1	0.970873786407767
BG_LTR_like_04834	Strict non-ONSEN TE background	399	0.95	3	7.5187969924812
BG_LTR_like_04835	Strict non-ONSEN TE background	341	0.95	0	0
BG_LTR_like_04836	Strict non-ONSEN TE background	593	0.95	0	0
BG_LTR_like_04837	Strict non-ONSEN TE background	1234	0.95	0	0
BG_LTR_like_04838	Strict non-ONSEN TE background	1935	0.95	0	0
BG_LTR_like_04839	Strict non-ONSEN TE background	281	0.95	2	7.11743772241993
BG_LTR_like_04840	Strict non-ONSEN TE background	466	0.95	1	2.14592274678112
BG_LTR_like_04845	Strict non-ONSEN TE background	235	0.95	0	0
BG_LTR_like_04846	Strict non-ONSEN TE background	1402	0.95	0	0
BG_LTR_like_04849	Strict non-ONSEN TE background	220	0.95	0	0
BG_LTR_like_04852	Strict non-ONSEN TE background	754	0.95	1	1.3262599469496
BG_LTR_like_04855	Strict non-ONSEN TE background	301	0.95	0	0
BG_LTR_like_04858	Strict non-ONSEN TE background	290	0.95	0	0
BG_LTR_like_04859	Strict non-ONSEN TE background	442	0.95	0	0
BG_LTR_like_04860	Strict non-ONSEN TE background	384	0.95	0	0
BG_LTR_like_04863	Strict non-ONSEN TE background	316	0.95	0	0
BG_LTR_like_04866	Strict non-ONSEN TE background	570	0.95	0	0
BG_LTR_like_04867	Strict non-ONSEN TE background	241	0.95	0	0
BG_LTR_like_04868	Strict non-ONSEN TE background	973	0.95	0	0
BG_LTR_like_04873	Strict non-ONSEN TE background	910	0.95	1	1.0989010989011
BG_LTR_like_04876	Strict non-ONSEN TE background	215	0.95	0	0
BG_LTR_like_04877	Strict non-ONSEN TE background	313	0.95	0	0
BG_LTR_like_04880	Strict non-ONSEN TE background	837	0.95	0	0
BG_LTR_like_04881	Strict non-ONSEN TE background	503	0.95	1	1.98807157057654
BG_LTR_like_04882	Strict non-ONSEN TE background	271	0.95	1	3.690036900369
BG_LTR_like_04883	Strict non-ONSEN TE background	236	0.95	0	0
BG_LTR_like_04884	Strict non-ONSEN TE background	1822	0.95	0	0
BG_LTR_like_04885	Strict non-ONSEN TE background	1762	0.95	0	0
BG_LTR_like_04888	Strict non-ONSEN TE background	1532	0.95	1	0.652741514360313
BG_LTR_like_04889	Strict non-ONSEN TE background	1640	0.95	0	0
BG_LTR_like_04890	Strict non-ONSEN TE background	236	0.95	0	0
BG_LTR_like_04891	Strict non-ONSEN TE background	1801	0.95	0	0
BG_LTR_like_04892	Strict non-ONSEN TE background	1800	0.95	0	0
BG_LTR_like_04893	Strict non-ONSEN TE background	605	0.95	0	0
BG_LTR_like_04894	Strict non-ONSEN TE background	1365	0.95	1	0.732600732600733
BG_LTR_like_04897	Strict non-ONSEN TE background	1611	0.95	1	0.620732464307883
BG_LTR_like_04898	Strict non-ONSEN TE background	915	0.95	0	0
BG_LTR_like_04899	Strict non-ONSEN TE background	583	0.95	0	0
BG_LTR_like_04900	Strict non-ONSEN TE background	1232	0.95	0	0
BG_LTR_like_04901	Strict non-ONSEN TE background	580	0.95	0	0
BG_LTR_like_04902	Strict non-ONSEN TE background	622	0.95	0	0
BG_LTR_like_04903	Strict non-ONSEN TE background	635	0.95	0	0
BG_LTR_like_04904	Strict non-ONSEN TE background	205	0.95	0	0
BG_LTR_like_04905	Strict non-ONSEN TE background	1152	0.95	0	0
BG_LTR_like_04906	Strict non-ONSEN TE background	627	0.95	0	0
BG_LTR_like_04907	Strict non-ONSEN TE background	323	0.95	0	0
BG_LTR_like_04908	Strict non-ONSEN TE background	1004	0.95	0	0
BG_LTR_like_04909	Strict non-ONSEN TE background	1081	0.95	0	0
BG_LTR_like_04910	Strict non-ONSEN TE background	707	0.95	2	2.82885431400283
BG_LTR_like_04911	Strict non-ONSEN TE background	1773	0.95	0	0
BG_LTR_like_04912	Strict non-ONSEN TE background	955	0.95	0	0
BG_LTR_like_04913	Strict non-ONSEN TE background	521	0.95	0	0
BG_LTR_like_04914	Strict non-ONSEN TE background	254	0.95	0	0
BG_LTR_like_04915	Strict non-ONSEN TE background	1166	0.95	4	3.43053173241853
BG_LTR_like_04916	Strict non-ONSEN TE background	600	0.95	0	0
BG_LTR_like_04917	Strict non-ONSEN TE background	1625	0.95	0	0
BG_LTR_like_04920	Strict non-ONSEN TE background	1068	0.95	0	0
BG_LTR_like_04925	Strict non-ONSEN TE background	878	0.95	0	0
BG_LTR_like_04926	Strict non-ONSEN TE background	746	0.95	0	0
BG_LTR_like_04929	Strict non-ONSEN TE background	622	0.95	0	0
BG_LTR_like_04930	Strict non-ONSEN TE background	308	0.95	0	0
BG_LTR_like_04931	Strict non-ONSEN TE background	370	0.95	0	0
BG_LTR_like_04932	Strict non-ONSEN TE background	1912	0.95	0	0
BG_LTR_like_04933	Strict non-ONSEN TE background	1595	0.95	0	0
BG_LTR_like_04934	Strict non-ONSEN TE background	1600	0.95	1	0.625
BG_LTR_like_04937	Strict non-ONSEN TE background	1620	0.95	0	0
BG_LTR_like_04938	Strict non-ONSEN TE background	242	0.95	0	0
BG_LTR_like_04939	Strict non-ONSEN TE background	1240	0.95	1	0.806451612903226
BG_LTR_like_04940	Strict non-ONSEN TE background	996	0.95	1	1.00401606425703
BG_LTR_like_04943	Strict non-ONSEN TE background	397	0.95	0	0
BG_LTR_like_04944	Strict non-ONSEN TE background	668	0.95	0	0
BG_LTR_like_04945	Strict non-ONSEN TE background	1601	0.95	0	0
BG_LTR_like_04946	Strict non-ONSEN TE background	1117	0.95	0	0
BG_LTR_like_04947	Strict non-ONSEN TE background	464	0.95	0	0
BG_LTR_like_04948	Strict non-ONSEN TE background	1029	0.95	1	0.971817298347911
BG_LTR_like_04949	Strict non-ONSEN TE background	1050	0.95	1	0.952380952380952
BG_LTR_like_04952	Strict non-ONSEN TE background	1807	0.95	0	0
BG_LTR_like_04953	Strict non-ONSEN TE background	1620	0.95	0	0
BG_LTR_like_04956	Strict non-ONSEN TE background	1512	0.95	1	0.661375661375661
BG_LTR_like_04957	Strict non-ONSEN TE background	275	0.95	0	0
BG_LTR_like_04958	Strict non-ONSEN TE background	560	0.95	2	3.57142857142857
BG_LTR_like_04959	Strict non-ONSEN TE background	322	0.95	0	0
BG_LTR_like_04960	Strict non-ONSEN TE background	888	0.95	0	0
BG_LTR_like_04961	Strict non-ONSEN TE background	247	0.95	0	0
BG_LTR_like_04962	Strict non-ONSEN TE background	200	0.95	0	0
BG_LTR_like_04963	Strict non-ONSEN TE background	1786	0.95	0	0
BG_LTR_like_04964	Strict non-ONSEN TE background	1615	0.95	1	0.619195046439629
BG_LTR_like_04965	Strict non-ONSEN TE background	692	0.95	2	2.89017341040462
BG_LTR_like_04966	Strict non-ONSEN TE background	1658	0.95	0	0
BG_LTR_like_04967	Strict non-ONSEN TE background	1754	0.95	1	0.570125427594071
BG_LTR_like_04972	Strict non-ONSEN TE background	1802	0.95	0	0
BG_LTR_like_04973	Strict non-ONSEN TE background	1740	0.95	0	0
BG_LTR_like_04974	Strict non-ONSEN TE background	1254	0.95	0	0
BG_LTR_like_04975	Strict non-ONSEN TE background	1078	0.95	0	0
BG_LTR_like_04976	Strict non-ONSEN TE background	1273	0.95	0	0
BG_LTR_like_04977	Strict non-ONSEN TE background	523	0.95	2	3.82409177820268
BG_LTR_like_04978	Strict non-ONSEN TE background	1303	0.95	0	0
BG_LTR_like_04979	Strict non-ONSEN TE background	244	0.95	0	0
BG_LTR_like_04980	Strict non-ONSEN TE background	307	0.95	0	0
BG_LTR_like_04981	Strict non-ONSEN TE background	780	0.95	0	0
BG_LTR_like_04982	Strict non-ONSEN TE background	644	0.95	0	0
BG_LTR_like_04983	Strict non-ONSEN TE background	320	0.95	0	0
BG_LTR_like_04984	Strict non-ONSEN TE background	437	0.95	0	0
BG_LTR_like_04985	Strict non-ONSEN TE background	923	0.95	1	1.08342361863489
BG_LTR_like_04986	Strict non-ONSEN TE background	1823	0.95	0	0
BG_LTR_like_04989	Strict non-ONSEN TE background	1796	0.95	0	0
BG_LTR_like_04990	Strict non-ONSEN TE background	951	0.95	2	2.10304942166141
BG_LTR_like_04993	Strict non-ONSEN TE background	621	0.95	0	0
